time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1949-06-30,61,23.9,13.3,17.2,24.4,13.3,17.8,1949-06-30T04:09,1949-06-30T19:49,56398.63,32951.43,7.60,7.60,0.00,9.0,8.4,30.2,259,14.33,2.64
1949-07-01,53,22.9,11.8,17.3,23.5,11.1,17.0,1949-07-01T04:10,1949-07-01T19:49,56353.81,44943.45,1.10,1.10,0.00,4.0,14.0,45.7,311,24.36,4.35
1949-07-02,51,23.1,13.1,18.0,22.2,12.5,17.3,1949-07-02T04:10,1949-07-02T19:49,56304.17,29807.51,0.60,0.60,0.00,3.0,15.0,42.8,339,15.49,3.28
1949-07-03,51,20.2,12.8,17.1,18.3,12.4,16.0,1949-07-03T04:11,1949-07-03T19:49,56249.85,37351.12,0.50,0.50,0.00,4.0,17.1,36.7,5,17.67,3.44
1949-07-04,1,24.1,12.4,18.8,24.1,11.7,19.1,1949-07-04T04:12,1949-07-04T19:48,56190.97,50400.00,0.00,0.00,0.00,0.0,7.3,23.8,333,24.11,4.32
1949-07-05,2,26.6,14.1,20.8,27.5,14.2,21.8,1949-07-05T04:12,1949-07-05T19:48,56127.66,50400.00,0.00,0.00,0.00,0.0,10.6,19.4,220,23.98,4.64
1949-07-06,51,23.2,15.6,19.9,24.7,16.0,21.1,1949-07-06T04:13,1949-07-06T19:48,56060.03,45800.39,0.30,0.30,0.00,3.0,6.9,19.8,17,15.01,2.90
1949-07-07,51,25.5,15.0,20.6,27.8,16.2,22.4,1949-07-07T04:14,1949-07-07T19:47,55988.23,45630.04,1.00,1.00,0.00,5.0,9.0,35.3,219,20.07,3.81
1949-07-08,61,23.6,16.3,20.2,24.8,17.5,21.6,1949-07-08T04:15,1949-07-08T19:47,55912.37,35428.80,4.90,4.90,0.00,11.0,9.1,26.3,16,14.00,2.71
1949-07-09,53,22.1,14.4,18.6,22.1,14.8,19.4,1949-07-09T04:16,1949-07-09T19:46,55832.59,17712.01,4.10,4.10,0.00,11.0,8.5,22.3,354,11.42,2.30
1949-07-10,55,24.0,13.3,18.7,25.3,13.2,19.2,1949-07-10T04:16,1949-07-10T19:46,55749.02,50400.00,2.00,2.00,0.00,4.0,11.4,33.8,334,22.82,4.13
1949-07-11,51,23.4,14.0,19.0,23.3,14.2,19.4,1949-07-11T04:17,1949-07-11T19:45,55661.79,50181.55,1.30,1.30,0.00,9.0,11.8,46.4,333,19.80,3.75
1949-07-12,51,25.0,16.4,20.7,25.8,16.9,21.6,1949-07-12T04:18,1949-07-12T19:44,55571.02,50268.25,0.10,0.10,0.00,1.0,9.1,36.7,332,19.48,3.78
1949-07-13,1,28.6,16.5,22.7,31.1,17.8,24.7,1949-07-13T04:19,1949-07-13T19:44,55476.84,50400.00,0.00,0.00,0.00,0.0,7.7,15.1,251,24.99,4.88
1949-07-14,1,31.5,16.4,24.8,35.5,17.5,27.6,1949-07-14T04:20,1949-07-14T19:43,55379.38,50400.00,0.00,0.00,0.00,0.0,8.6,21.2,237,26.80,5.50
1949-07-15,63,30.5,19.6,24.5,35.4,21.9,27.9,1949-07-15T04:21,1949-07-15T19:42,55278.76,47455.95,4.60,4.60,0.00,4.0,8.4,25.2,309,23.41,4.75
1949-07-16,3,30.3,19.2,24.1,33.2,22.2,26.7,1949-07-16T04:22,1949-07-16T19:42,55175.11,49627.39,0.00,0.00,0.00,0.0,10.7,33.5,261,23.61,4.93
1949-07-17,53,26.7,18.1,22.5,31.0,20.2,25.3,1949-07-17T04:23,1949-07-17T19:41,55068.57,47666.86,2.00,2.00,0.00,9.0,5.8,28.8,328,20.41,3.97
1949-07-18,51,28.4,17.4,22.6,31.6,19.6,25.3,1949-07-18T04:24,1949-07-18T19:40,54959.23,48213.97,0.20,0.20,0.00,2.0,7.2,18.4,283,21.29,4.19
1949-07-19,51,24.5,17.0,20.9,24.9,16.5,21.2,1949-07-19T04:25,1949-07-19T19:39,54847.25,44356.98,0.20,0.20,0.00,1.0,13.6,34.9,330,18.65,3.86
1949-07-20,51,21.4,14.5,18.2,19.0,13.3,16.8,1949-07-20T04:26,1949-07-20T19:38,54732.56,49487.79,0.20,0.20,0.00,1.0,14.8,33.8,351,21.41,4.20
1949-07-21,1,22.6,12.7,17.6,21.0,11.2,16.5,1949-07-21T04:27,1949-07-21T19:37,54614.17,50400.00,0.00,0.00,0.00,0.0,12.0,25.2,288,24.85,4.59
1949-07-22,1,25.8,12.6,19.8,25.7,11.7,18.9,1949-07-22T04:28,1949-07-22T19:36,54492.05,50345.96,0.00,0.00,0.00,0.0,10.6,25.9,313,25.92,5.27
1949-07-23,51,25.0,14.7,20.4,24.8,13.9,20.0,1949-07-23T04:29,1949-07-23T19:35,54366.38,50287.68,0.20,0.20,0.00,2.0,11.8,26.6,315,21.64,4.45
1949-07-24,51,25.1,13.9,19.8,25.4,14.3,20.2,1949-07-24T04:30,1949-07-24T19:34,54237.35,49957.52,0.10,0.10,0.00,1.0,11.1,22.7,340,23.03,4.42
1949-07-25,1,25.2,14.5,20.5,25.3,15.1,21.0,1949-07-25T04:31,1949-07-25T19:33,54105.15,49423.98,0.00,0.00,0.00,0.0,10.0,27.7,3,21.46,4.22
1949-07-26,51,28.8,17.0,22.8,30.8,17.7,24.1,1949-07-26T04:32,1949-07-26T19:32,53969.96,48514.11,0.10,0.10,0.00,1.0,6.5,22.7,38,23.49,4.77
1949-07-27,51,30.0,16.8,23.9,32.7,17.9,25.6,1949-07-27T04:33,1949-07-27T19:31,53831.95,49016.55,0.20,0.20,0.00,2.0,5.5,20.5,23,25.00,4.96
1949-07-28,0,31.4,18.3,25.3,33.6,19.8,27.1,1949-07-28T04:35,1949-07-28T19:30,53691.30,49866.16,0.00,0.00,0.00,0.0,7.9,16.6,247,24.21,5.18
1949-07-29,0,34.4,18.5,26.6,36.2,20.0,28.5,1949-07-29T04:36,1949-07-29T19:28,53548.18,49734.23,0.00,0.00,0.00,0.0,7.0,20.5,225,25.64,5.62
1949-07-30,51,29.6,19.5,25.0,29.7,20.8,25.5,1949-07-30T04:37,1949-07-30T19:27,53402.76,41756.60,0.10,0.10,0.00,1.0,14.6,33.8,32,19.81,4.97
1949-07-31,1,30.1,17.9,24.1,30.8,17.4,24.1,1949-07-31T04:38,1949-07-31T19:26,53255.21,49463.60,0.00,0.00,0.00,0.0,8.7,26.3,102,23.75,5.17
1949-08-01,0,33.1,20.1,26.2,34.8,21.1,27.8,1949-08-01T04:39,1949-08-01T19:25,53105.68,49325.19,0.00,0.00,0.00,0.0,7.4,19.1,221,25.23,5.39
1949-08-02,1,33.9,19.7,27.0,36.1,21.5,28.5,1949-08-02T04:41,1949-08-02T19:23,52954.34,49184.90,0.00,0.00,0.00,0.0,14.3,37.4,235,23.98,5.94
1949-08-03,53,31.7,17.7,24.0,31.2,17.8,23.9,1949-08-03T04:42,1949-08-03T19:22,52801.33,43866.33,2.00,2.00,0.00,5.0,23.3,49.0,235,20.38,5.34
1949-08-04,2,26.2,17.2,21.4,25.4,17.1,21.1,1949-08-04T04:43,1949-08-04T19:20,52646.82,44717.59,0.00,0.00,0.00,0.0,11.8,31.0,62,19.90,4.42
1949-08-05,0,27.8,15.1,21.9,26.9,13.5,20.5,1949-08-05T04:44,1949-08-05T19:19,52490.95,48754.12,0.00,0.00,0.00,0.0,11.1,28.1,57,25.70,5.80
1949-08-06,0,30.0,15.4,23.0,28.7,13.9,21.6,1949-08-06T04:45,1949-08-06T19:18,52333.86,48607.65,0.00,0.00,0.00,0.0,9.4,25.6,48,25.76,5.87
1949-08-07,1,31.7,15.6,24.0,30.7,14.7,23.3,1949-08-07T04:47,1949-08-07T19:16,52175.69,48459.98,0.00,0.00,0.00,0.0,8.3,21.2,39,25.83,5.69
1949-08-08,0,34.0,16.9,26.5,33.9,16.5,26.5,1949-08-08T04:48,1949-08-08T19:15,52016.59,48311.20,0.00,0.00,0.00,0.0,6.2,20.5,79,25.64,5.47
1949-08-09,0,36.0,19.9,27.6,36.5,20.0,28.1,1949-08-09T04:49,1949-08-09T19:13,51856.48,48161.14,0.00,0.00,0.00,0.0,6.9,20.2,186,25.12,5.64
1949-08-10,53,31.7,19.9,25.4,31.2,19.9,25.0,1949-08-10T04:50,1949-08-10T19:12,51694.16,45355.65,1.10,1.10,0.00,3.0,22.3,42.8,15,22.74,5.97
1949-08-11,2,26.5,17.7,22.3,26.2,17.2,21.1,1949-08-11T04:51,1949-08-11T19:10,51529.51,46426.93,0.00,0.00,0.00,0.0,17.3,35.3,27,22.38,5.31
1949-08-12,61,19.2,13.9,15.9,16.3,12.2,14.4,1949-08-12T04:53,1949-08-12T19:09,51362.70,300.60,8.20,8.20,0.00,16.0,15.8,34.9,357,4.86,1.77
1949-08-13,53,15.6,11.4,13.6,13.4,9.7,11.2,1949-08-13T04:54,1949-08-13T19:07,51193.89,1812.66,5.80,5.80,0.00,14.0,16.5,50.4,345,5.23,1.74
1949-08-14,61,17.1,11.7,14.2,16.2,10.5,13.6,1949-08-14T04:55,1949-08-14T19:05,51023.26,9227.93,10.80,10.80,0.00,23.0,12.8,28.4,22,7.95,1.47
1949-08-15,51,19.4,14.2,16.7,20.4,14.8,17.3,1949-08-15T04:56,1949-08-15T19:04,50850.95,1771.70,0.40,0.40,0.00,4.0,7.8,22.0,331,6.97,1.43
1949-08-16,61,24.1,15.0,19.0,25.1,15.9,20.2,1949-08-16T04:57,1949-08-16T19:02,50677.12,38415.25,9.50,9.50,0.00,10.0,6.0,22.3,332,17.95,3.24
1949-08-17,63,26.6,17.0,20.4,28.3,17.3,22.2,1949-08-17T04:59,1949-08-17T19:00,50501.91,43367.91,7.30,7.30,0.00,15.0,11.8,31.3,335,18.21,3.44
1949-08-18,3,18.5,12.6,15.9,16.1,9.7,13.5,1949-08-18T05:00,1949-08-18T18:59,50325.48,24364.07,0.00,0.00,0.00,0.0,14.9,36.7,28,13.65,3.16
1949-08-19,51,18.7,11.1,14.9,16.0,8.5,12.0,1949-08-19T05:01,1949-08-19T18:57,50147.96,45081.01,0.50,0.50,0.00,5.0,22.3,48.6,7,20.84,3.99
1949-08-20,2,20.7,8.0,15.1,19.0,6.1,13.5,1949-08-20T05:02,1949-08-20T18:55,49969.50,27435.24,0.00,0.00,0.00,0.0,10.8,25.6,308,16.85,3.20
1949-08-21,2,20.3,12.6,16.2,19.4,11.7,15.3,1949-08-21T05:04,1949-08-21T18:54,49790.23,44075.18,0.00,0.00,0.00,0.0,7.1,16.6,301,18.88,3.29
1949-08-22,0,25.0,9.7,18.3,24.8,8.4,17.9,1949-08-22T05:05,1949-08-22T18:52,49610.29,44419.40,0.00,0.00,0.00,0.0,7.1,17.3,263,23.19,4.19
1949-08-23,0,27.6,14.4,21.1,28.6,14.3,21.6,1949-08-23T05:06,1949-08-23T18:50,49429.80,44185.76,0.00,0.00,0.00,0.0,7.1,16.2,203,22.66,4.42
1949-08-24,0,28.7,17.6,22.4,29.8,17.9,23.1,1949-08-24T05:07,1949-08-24T18:48,49248.89,44073.35,0.00,0.00,0.00,0.0,8.4,23.4,129,22.55,4.56
1949-08-25,0,29.0,14.6,21.7,29.6,14.5,22.1,1949-08-25T05:09,1949-08-25T18:47,49067.69,43866.86,0.00,0.00,0.00,0.0,8.1,19.4,90,22.62,4.55
1949-08-26,0,29.2,16.3,22.6,30.1,16.6,23.1,1949-08-26T05:10,1949-08-26T18:45,48886.32,43677.34,0.00,0.00,0.00,0.0,8.1,22.3,122,21.80,4.51
1949-08-27,0,30.5,17.6,23.6,30.7,18.5,24.4,1949-08-27T05:11,1949-08-27T18:43,48704.90,43505.91,0.00,0.00,0.00,0.0,8.4,22.0,139,21.88,4.60
1949-08-28,1,30.8,17.1,24.1,31.3,17.5,25.1,1949-08-28T05:12,1949-08-28T18:41,48523.54,43292.86,0.00,0.00,0.00,0.0,5.5,19.8,92,20.21,4.14
1949-08-29,1,28.5,18.4,23.4,29.4,19.8,24.4,1949-08-29T05:14,1949-08-29T18:39,48342.18,43211.67,0.00,0.00,0.00,0.0,7.1,18.4,62,20.03,4.21
1949-08-30,53,28.5,18.2,23.4,30.0,18.2,24.1,1949-08-30T05:15,1949-08-30T18:38,48159.55,43219.46,1.60,1.60,0.00,3.0,9.8,19.8,3,19.41,4.10
1949-08-31,53,24.1,18.3,20.9,25.4,20.0,22.3,1949-08-31T05:16,1949-08-31T18:36,47975.54,26202.30,3.90,3.90,0.00,11.0,7.1,20.5,359,10.30,2.13
1949-09-01,1,28.8,16.9,22.6,30.2,18.2,23.9,1949-09-01T05:17,1949-09-01T18:34,47790.25,43200.00,0.00,0.00,0.00,0.0,7.8,20.9,185,20.51,4.09
1949-09-02,51,31.3,17.7,24.0,32.9,18.9,25.4,1949-09-02T05:18,1949-09-02T18:32,47603.84,42990.12,0.10,0.10,0.00,1.0,10.5,30.2,262,19.59,4.23
1949-09-03,1,28.9,16.8,23.1,30.7,18.2,25.0,1949-09-03T05:20,1949-09-03T18:30,47416.41,43200.00,0.00,0.00,0.00,0.0,6.5,21.2,333,19.85,4.00
1949-09-04,1,30.3,17.8,24.2,32.0,19.3,25.9,1949-09-04T05:21,1949-09-04T18:28,47228.11,43161.09,0.00,0.00,0.00,0.0,5.9,16.2,16,19.58,4.08
1949-09-05,0,28.8,17.7,23.3,29.8,19.0,24.4,1949-09-05T05:22,1949-09-05T18:26,47039.04,43047.98,0.00,0.00,0.00,0.0,7.9,25.2,30,19.06,4.03
1949-09-06,1,27.6,17.9,22.4,27.6,18.4,22.5,1949-09-06T05:23,1949-09-06T18:24,46849.34,42934.15,0.00,0.00,0.00,0.0,10.6,29.9,51,17.09,3.89
1949-09-07,0,27.8,14.9,21.3,27.0,15.1,21.3,1949-09-07T05:25,1949-09-07T18:22,46659.11,42819.70,0.00,0.00,0.00,0.0,7.7,22.0,27,19.40,4.02
1949-09-08,1,27.1,14.8,21.1,26.2,14.5,20.7,1949-09-08T05:26,1949-09-08T18:20,46468.49,42704.74,0.00,0.00,0.00,0.0,9.3,24.5,28,17.74,3.82
1949-09-09,3,24.4,16.2,20.0,22.7,16.2,19.1,1949-09-09T05:27,1949-09-09T18:18,46277.57,33677.62,0.00,0.00,0.00,0.0,14.7,34.6,25,13.87,3.41
1949-09-10,3,21.9,15.2,18.8,21.0,14.3,17.3,1949-09-10T05:28,1949-09-10T18:16,46086.47,14083.00,0.00,0.00,0.00,0.0,12.2,28.1,22,8.88,2.63
1949-09-11,2,21.7,13.2,17.2,19.6,13.1,16.2,1949-09-11T05:30,1949-09-11T18:15,45895.31,35941.80,0.00,0.00,0.00,0.0,12.2,28.8,61,14.71,3.06
1949-09-12,1,25.0,11.7,18.4,23.8,11.1,17.6,1949-09-12T05:31,1949-09-12T18:13,45704.20,42238.86,0.00,0.00,0.00,0.0,7.3,21.6,186,19.44,3.71
1949-09-13,51,26.2,14.3,19.8,24.8,14.0,18.9,1949-09-13T05:32,1949-09-13T18:11,45513.25,40778.11,0.40,0.40,0.00,2.0,8.4,21.6,122,18.14,3.80
1949-09-14,3,26.7,15.1,20.6,26.3,13.9,19.7,1949-09-14T05:33,1949-09-14T18:09,45322.55,40300.96,0.00,0.00,0.00,0.0,10.2,20.5,105,17.54,3.75
1949-09-15,51,21.3,15.2,18.6,21.6,15.6,18.7,1949-09-15T05:35,1949-09-15T18:07,45132.23,29247.18,2.10,2.10,0.00,10.0,6.4,23.4,309,10.53,2.04
1949-09-16,3,23.0,13.4,18.2,23.5,13.6,18.5,1949-09-16T05:36,1949-09-16T18:05,44942.39,37314.67,0.00,0.00,0.00,0.0,5.0,15.8,308,13.33,2.43
1949-09-17,61,22.2,16.3,18.6,22.4,16.7,19.0,1949-09-17T05:37,1949-09-17T18:03,44753.14,12617.18,5.70,5.70,0.00,16.0,9.4,28.4,1,6.63,1.55
1949-09-18,61,22.3,14.4,17.5,21.5,14.1,17.1,1949-09-18T05:38,1949-09-18T18:01,44564.38,28139.90,9.50,9.50,0.00,9.0,12.1,32.0,27,11.92,2.33
1949-09-19,51,20.5,13.1,17.0,21.2,12.7,17.4,1949-09-19T05:39,1949-09-19T17:59,44374.85,17994.72,0.10,0.10,0.00,1.0,5.2,13.0,53,7.30,1.42
1949-09-20,51,21.4,13.2,16.9,21.4,13.6,17.1,1949-09-20T05:41,1949-09-20T17:57,44184.38,25101.80,0.30,0.30,0.00,2.0,8.3,20.9,26,10.11,1.88
1949-09-21,51,22.5,13.5,18.2,23.0,13.9,18.9,1949-09-21T05:42,1949-09-21T17:55,43993.10,37853.64,0.60,0.60,0.00,2.0,8.5,23.0,197,12.37,2.28
1949-09-22,3,26.1,14.3,19.8,27.5,14.7,20.4,1949-09-22T05:43,1949-09-22T17:53,43801.12,39466.21,0.00,0.00,0.00,0.0,10.1,25.2,255,14.56,2.79
1949-09-23,3,24.7,13.4,19.6,26.0,13.5,20.4,1949-09-23T05:44,1949-09-23T17:51,43608.57,37061.64,0.00,0.00,0.00,0.0,9.1,18.0,331,13.90,2.64
1949-09-24,51,21.8,15.8,19.1,21.4,14.7,19.2,1949-09-24T05:46,1949-09-24T17:49,43415.56,26695.29,0.30,0.30,0.00,3.0,12.1,27.4,74,9.35,2.13
1949-09-25,0,21.4,11.2,16.0,18.5,9.4,13.9,1949-09-25T05:47,1949-09-25T17:47,43222.21,39090.83,0.00,0.00,0.00,0.0,11.9,30.2,69,17.38,3.44
1949-09-26,0,21.7,10.6,15.9,20.1,8.9,14.4,1949-09-26T05:48,1949-09-26T17:45,43028.63,38907.75,0.00,0.00,0.00,0.0,5.7,17.6,56,17.22,2.95
1949-09-27,0,22.1,8.2,15.4,20.1,6.6,13.9,1949-09-27T05:49,1949-09-27T17:43,42834.95,38734.68,0.00,0.00,0.00,0.0,8.0,22.3,57,16.92,3.06
1949-09-28,0,22.7,8.9,16.8,21.0,7.3,15.6,1949-09-28T05:51,1949-09-28T17:41,42641.28,38572.69,0.00,0.00,0.00,0.0,6.6,20.2,109,16.71,2.90
1949-09-29,0,22.4,9.8,16.5,20.6,8.4,15.1,1949-09-29T05:52,1949-09-29T17:39,42447.73,38422.91,0.00,0.00,0.00,0.0,7.2,18.4,199,16.62,3.03
1949-09-30,0,23.9,8.8,16.4,21.2,7.1,14.8,1949-09-30T05:53,1949-09-30T17:38,42254.43,38243.08,0.00,0.00,0.00,0.0,11.0,23.4,243,16.29,3.17
1949-10-01,51,23.7,10.3,17.0,23.1,9.2,16.4,1949-10-01T05:55,1949-10-01T17:36,42061.50,35917.12,0.60,0.60,0.00,3.0,10.3,25.2,232,10.71,2.16
1949-10-02,51,22.6,14.1,17.6,23.4,14.8,18.0,1949-10-02T05:56,1949-10-02T17:34,41869.04,22695.05,1.20,1.20,0.00,7.0,12.0,25.9,13,8.32,1.75
1949-10-03,51,19.1,12.5,16.2,19.1,12.0,15.9,1949-10-03T05:57,1949-10-03T17:32,41677.18,11941.82,0.10,0.10,0.00,1.0,9.0,21.2,334,5.54,1.18
1949-10-04,2,23.6,10.0,16.6,23.5,9.4,16.3,1949-10-04T05:58,1949-10-04T17:30,41486.05,37579.12,0.00,0.00,0.00,0.0,11.8,24.1,234,14.40,2.57
1949-10-05,0,19.8,10.5,14.7,18.4,8.9,13.1,1949-10-05T06:00,1949-10-05T17:28,41295.77,37802.45,0.00,0.00,0.00,0.0,7.8,21.6,73,14.72,2.53
1949-10-06,1,23.0,10.4,16.5,22.1,9.6,15.6,1949-10-06T06:01,1949-10-06T17:26,41106.45,37607.96,0.00,0.00,0.00,0.0,7.5,13.7,145,14.68,2.51
1949-10-07,51,20.8,9.8,16.1,19.5,8.8,15.1,1949-10-07T06:02,1949-10-07T17:24,40918.23,26960.41,1.00,1.00,0.00,5.0,10.1,21.6,31,9.98,2.06
1949-10-08,3,20.1,10.7,15.5,18.3,9.4,14.2,1949-10-08T06:04,1949-10-08T17:22,40731.01,36369.04,0.00,0.00,0.00,0.0,8.7,25.2,50,12.81,2.37
1949-10-09,3,18.9,9.6,14.9,17.1,8.3,13.6,1949-10-09T06:05,1949-10-09T17:21,40543.40,22573.89,0.00,0.00,0.00,0.0,9.6,23.0,45,9.85,2.00
1949-10-10,51,18.4,13.7,15.9,16.3,12.2,14.2,1949-10-10T06:06,1949-10-10T17:19,40355.25,3314.56,0.40,0.40,0.00,4.0,12.6,31.0,51,3.94,1.64
1949-10-11,51,18.0,11.8,14.8,15.0,9.4,12.3,1949-10-11T06:08,1949-10-11T17:17,40166.67,23987.55,0.50,0.50,0.00,3.0,14.7,33.8,60,8.82,2.36
1949-10-12,1,16.8,7.4,11.7,14.4,5.3,9.5,1949-10-12T06:09,1949-10-12T17:15,39977.80,35861.80,0.00,0.00,0.00,0.0,8.7,22.7,50,13.42,2.15
1949-10-13,1,18.5,7.2,12.5,16.2,5.5,10.6,1949-10-13T06:10,1949-10-13T17:13,39788.78,35630.91,0.00,0.00,0.00,0.0,6.9,19.4,64,13.37,2.21
1949-10-14,3,19.0,7.3,13.4,17.1,5.8,11.7,1949-10-14T06:12,1949-10-14T17:12,39599.74,35500.34,0.00,0.00,0.00,0.0,5.9,15.1,12,12.05,1.96
1949-10-15,3,18.6,10.1,13.7,17.7,8.8,12.7,1949-10-15T06:13,1949-10-15T17:10,39410.83,17078.68,0.00,0.00,0.00,0.0,7.3,20.2,32,6.94,1.37
1949-10-16,0,19.1,7.4,13.0,16.9,5.7,11.4,1949-10-16T06:14,1949-10-16T17:08,39222.19,35067.30,0.00,0.00,0.00,0.0,8.0,23.0,63,13.01,2.11
1949-10-17,1,18.5,8.5,13.0,16.6,6.4,11.5,1949-10-17T06:16,1949-10-17T17:06,39033.95,34864.30,0.00,0.00,0.00,0.0,7.3,18.4,70,12.80,2.04
1949-10-18,3,16.4,6.4,11.9,13.2,4.2,9.6,1949-10-18T06:17,1949-10-18T17:04,38846.27,25772.54,0.00,0.00,0.00,0.0,14.5,32.0,53,9.16,1.89
1949-10-19,3,16.2,9.3,13.1,14.1,7.8,11.6,1949-10-19T06:18,1949-10-19T17:03,38659.29,24182.37,0.00,0.00,0.00,0.0,7.2,19.8,61,8.62,1.49
1949-10-20,2,17.5,7.6,12.3,16.1,6.3,11.0,1949-10-20T06:20,1949-10-20T17:01,38473.17,34319.51,0.00,0.00,0.00,0.0,7.5,16.9,99,12.03,1.82
1949-10-21,1,18.0,6.9,11.7,16.0,5.5,10.1,1949-10-21T06:21,1949-10-21T16:59,38288.04,34212.27,0.00,0.00,0.00,0.0,8.2,18.7,152,12.04,1.83
1949-10-22,3,19.3,6.2,12.5,17.1,4.1,10.6,1949-10-22T06:22,1949-10-22T16:57,38104.09,32566.80,0.00,0.00,0.00,0.0,10.9,30.2,268,10.28,1.89
1949-10-23,2,17.4,8.4,13.5,16.1,6.6,12.0,1949-10-23T06:24,1949-10-23T16:56,37921.45,33171.84,0.00,0.00,0.00,0.0,6.3,15.5,150,10.34,1.65
1949-10-24,3,20.9,6.7,13.9,18.6,4.9,12.1,1949-10-24T06:25,1949-10-24T16:54,37740.30,32812.94,0.00,0.00,0.00,0.0,18.7,40.0,224,9.45,2.03
1949-10-25,2,23.0,11.9,16.6,21.4,11.0,15.7,1949-10-25T06:27,1949-10-25T16:53,37560.80,28868.94,0.00,0.00,0.00,0.0,16.3,39.2,230,8.02,1.86
1949-10-26,1,22.7,12.6,16.6,20.4,11.7,15.4,1949-10-26T06:28,1949-10-26T16:51,37383.13,33110.14,0.00,0.00,0.00,0.0,19.6,42.5,213,10.46,2.25
1949-10-27,51,21.3,9.5,14.8,20.6,8.4,13.7,1949-10-27T06:29,1949-10-27T16:49,37207.46,32473.02,0.40,0.40,0.00,3.0,20.6,43.9,120,9.53,1.81
1949-10-28,51,12.4,5.2,9.0,8.5,1.2,5.0,1949-10-28T06:31,1949-10-28T16:48,37033.72,0.00,2.50,2.50,0.00,12.0,20.4,43.2,15,1.91,1.39
1949-10-29,53,7.3,4.5,5.7,4.3,0.6,2.2,1949-10-29T06:32,1949-10-29T16:46,36860.38,0.00,5.00,5.00,0.00,20.0,16.0,34.6,30,2.62,0.56
1949-10-30,3,7.5,6.9,7.3,4.6,3.5,4.2,1949-10-30T06:34,1949-10-30T16:45,36687.26,3402.95,0.00,0.00,0.00,0.0,8.9,21.2,39,3.16,0.94
1949-10-31,51,7.3,5.9,6.5,4.4,2.6,3.6,1949-10-31T06:35,1949-10-31T16:43,36514.52,0.00,2.20,2.20,0.00,16.0,12.2,25.9,18,0.99,0.46
1949-11-01,53,6.1,2.8,4.8,3.1,-0.9,1.3,1949-11-01T06:36,1949-11-01T16:42,36342.35,0.00,4.80,4.80,0.00,24.0,13.0,28.4,21,1.63,0.46
1949-11-02,51,4.4,2.3,3.4,0.4,-1.9,-0.5,1949-11-02T06:38,1949-11-02T16:41,36170.90,0.00,3.80,3.80,0.00,20.0,16.7,35.3,25,2.77,0.54
1949-11-03,3,5.1,2.3,3.5,0.7,-1.7,-0.7,1949-11-03T06:39,1949-11-03T16:39,36000.36,2950.10,0.00,0.00,0.00,0.0,14.3,33.1,35,3.91,0.95
1949-11-04,55,4.9,3.2,3.6,1.7,-0.8,-0.3,1949-11-04T06:41,1949-11-04T16:38,35830.89,0.00,9.50,9.50,0.00,17.0,15.9,32.8,25,1.52,0.46
1949-11-05,55,5.6,4.2,4.9,3.0,1.5,2.2,1949-11-05T06:42,1949-11-05T16:36,35662.67,0.00,14.30,14.30,0.00,24.0,12.1,26.6,27,1.00,0.26
1949-11-06,51,6.5,4.7,5.7,5.1,2.6,4.0,1949-11-06T06:43,1949-11-06T16:35,35495.91,0.00,2.70,2.70,0.00,15.0,5.9,18.0,348,1.89,0.32
1949-11-07,63,10.0,5.5,7.2,8.1,3.6,4.8,1949-11-07T06:45,1949-11-07T16:34,35330.78,3936.05,14.40,14.40,0.00,14.0,21.0,44.3,64,3.96,0.64
1949-11-08,63,7.5,-0.1,4.7,4.4,-3.4,1.1,1949-11-08T06:46,1949-11-08T16:32,35167.48,0.00,12.90,12.90,0.00,16.0,25.8,58.7,355,2.52,0.52
1949-11-09,3,8.7,-1.4,3.3,4.8,-4.9,0.0,1949-11-09T06:48,1949-11-09T16:31,35006.20,25880.53,0.00,0.00,0.00,0.0,18.8,37.8,318,6.52,0.95
1949-11-10,55,7.2,-1.2,2.9,4.9,-4.6,-0.0,1949-11-10T06:49,1949-11-10T16:30,34847.16,16172.51,1.60,1.60,0.00,3.0,6.4,16.6,255,4.26,0.57
1949-11-11,53,12.4,1.4,6.3,11.0,-1.4,4.2,1949-11-11T06:51,1949-11-11T16:29,34690.56,29508.41,1.10,1.10,0.00,6.0,7.0,16.6,237,7.94,0.98
1949-11-12,3,12.0,1.4,6.5,11.0,-0.8,4.6,1949-11-12T06:52,1949-11-12T16:28,34536.61,22252.04,0.00,0.00,0.00,0.0,9.2,16.2,232,5.18,0.66
1949-11-13,53,12.3,3.6,7.6,10.9,1.1,5.7,1949-11-13T06:53,1949-11-13T16:26,34385.53,28428.46,1.50,1.50,0.00,6.0,9.0,19.4,143,5.61,0.79
1949-11-14,55,6.8,5.0,5.7,5.2,0.8,2.8,1949-11-14T06:55,1949-11-14T16:25,34237.54,0.00,5.80,5.80,0.00,19.0,18.2,40.0,28,1.14,0.33
